iter	Logloss
405	0.002041734387
406	0.002035529558
407	0.002030435956
408	0.002024907158
409	0.00201498392
410	0.002008187524
411	0.002003582125
412	0.001994033662
413	0.001988062845
414	0.001985135016
415	0.001982247067
416	0.001972490316
417	0.001963338938
418	0.001956869027
419	0.001954305976
420	0.001947797954
421	0.00194285179
422	0.001942321321
423	0.001929179682
424	0.001926752271
425	0.001920450196
426	0.001916146448
427	0.001911427485
428	0.001906810162
429	0.001900685417
430	0.001895658287
431	0.001893353958
432	0.001887350668
433	0.001882927052
434	0.001875952853
435	0.001871631256
436	0.001865993774
437	0.001854019428
438	0.001848211828
439	0.001843928819
440	0.001839982608
441	0.00183590283
442	0.001830294107
443	0.001827883352
444	0.001822359478
445	0.001812155557
446	0.001807705393
447	0.001802317418
448	0.001799971324
449	0.001794659904
450	0.00178883554
451	0.001784572996
452	0.001782299065
453	0.001781859344
454	0.00177961446
455	0.001773978083
456	0.001769927548
457	0.001764421832
458	0.001756464707
459	0.001751207375
460	0.001750784921
461	0.001748651882
462	0.001743356755
463	0.001741268262
464	0.001739283365
465	0.001736485375
466	0.001728827377
467	0.001725009369
468	0.001723010109
469	0.001715688228
470	0.001712594766
471	0.001705601179
472	0.001700714946
473	0.001696859412
474	0.001690188333
475	0.001689026885
476	0.001677374514
477	0.001675970937
478	0.001671331664
479	0.001666753273
480	0.001660555091
481	0.001659899875
482	0.001658373645
483	0.001657754463
484	0.001653298531
485	0.001648899394
486	0.001643028305
487	0.001641418228
488	0.001635745711
489	0.001631926901
490	0.001626487237
491	0.001625829025
492	0.001619157843
493	0.001608947881
494	0.001603804812
495	0.001602259609
496	0.001597293677
497	0.001593265845
498	0.001591942469
499	0.001591404018
500	0.001587425044
501	0.001586186101
502	0.001585675943
503	0.001581744348
504	0.001580274646
505	0.001576390446
506	0.001575479707
507	0.001571641721
